SKU,NAMA,KATEGORI
PP0004102,"BALL VALVE CI PN 16 16"" + ELECTRIC ACTUATOR ON/OFF",BALL FLANGE ELECTRIC ACTUATOR
PP0004103,"BALL VALVE CI PN 16 1 1/2"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004104,"BALL VALVE CI PN 16 2"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004105,"BALL VALVE CI PN 16 2 1/2"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004106,"BALL VALVE CI PN 16 3"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004107,"BALL VALVE CI PN 16 4"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004108,"BALL VALVE CI PN 16 5"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004109,"BALL VALVE CI PN 16 6"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004110,"BALL VALVE CI PN 16 8"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004111,"BALL VALVE CI PN 16 10"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004112,"BALL VALVE CI PN 16 12"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004113,"BALL VALVE CI PN 16 14"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004114,"BALL VALVE CI PN 16 16"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004115,"BALL VALVE SS JIS 10K 1 1/2"" + ELECTRIC ACTUATOR ON/OFF AC 220",BALL FLANGE ELECTRIC ACTUATOR
PP0004116,"BALL VALVE SS JIS 10K 2"" + ELECTRIC ACTUATOR ON/OFF AC 220",BALL FLANGE ELECTRIC ACTUATOR
PP0004117,"BALL VALVE SS JIS 10K 2 1/2"" + ELECTRIC ACTUATOR ON/OFF AC 220",BALL FLANGE ELECTRIC ACTUATOR
PP0004118,"BALL VALVE SS JIS 10K 3"" + ELECTRIC ACTUATOR ON/OFF AC 220",BALL FLANGE ELECTRIC ACTUATOR
PP0004119,"BALL VALVE SS JIS 10K 4"" + ELECTRIC ACTUATOR ON/OFF AC 220",BALL FLANGE ELECTRIC ACTUATOR
PP0004120,"BALL VALVE SS JIS 10K 5"" + ELECTRIC ACTUATOR ON/OFF AC 220",BALL FLANGE ELECTRIC ACTUATOR
PP0004121,"BALL VALVE SS JIS 10K 6"" + ELECTRIC ACTUATOR ON/OFF AC 220",BALL FLANGE ELECTRIC ACTUATOR
PP0004122,"BALL VALVE SS JIS 10K 8"" + ELECTRIC ACTUATOR ON/OFF",BALL FLANGE ELECTRIC ACTUATOR
PP0004123,"BALL VALVE SS JIS 10K 10"" + ELECTRIC ACTUATOR ON/OFF",BALL FLANGE ELECTRIC ACTUATOR
PP0004124,"BALL VALVE SS JIS 10K 12"" + ELECTRIC ACTUATOR ON/OFF",BALL FLANGE ELECTRIC ACTUATOR
PP0004125,"BALL VALVE SS JIS 10K 14"" + ELECTRIC ACTUATOR ON/OFF",BALL FLANGE ELECTRIC ACTUATOR
PP0004126,"BALL VALVE SS JIS 10K 16"" + ELECTRIC ACTUATOR ON/OFF",BALL FLANGE ELECTRIC ACTUATOR
PP0004127,"BALL VALVE SS JIS 10K 1 1/2"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004128,"BALL VALVE SS JIS 10K 2"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004129,"BALL VALVE SS JIS 10K 2 1/2"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004130,"BALL VALVE SS JIS 10K 3"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004131,"BALL VALVE SS JIS 10K 4"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004132,"BALL VALVE SS JIS 10K 5"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004133,"BALL VALVE SS JIS 10K 6"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004134,"BALL VALVE SS JIS 10K 8"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004135,"BALL VALVE SS JIS 10K 10"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004136,"BALL VALVE SS JIS 10K 12"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004137,"BALL VALVE SS JIS 10K 14"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004138,"BALL VALVE SS JIS 10K 16"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004139,"BALL VALVE SS ANSI 150 1 1/2"" + ELECTRIC ACTUATOR ON/OFF",BALL FLANGE ELECTRIC ACTUATOR
PP0004140,"BALL VALVE SS ANSI 150 2"" + ELECTRIC ACTUATOR ON/OFF",BALL FLANGE ELECTRIC ACTUATOR
PP0004141,"BALL VALVE SS ANSI 150 2 1/2"" + ELECTRIC ACTUATOR ON/OFF",BALL FLANGE ELECTRIC ACTUATOR
PP0004142,"BALL VALVE SS ANSI 150 3"" + ELECTRIC ACTUATOR ON/OFF",BALL FLANGE ELECTRIC ACTUATOR
PP0004143,"BALL VALVE SS ANSI 150 4"" + ELECTRIC ACTUATOR ON/OFF",BALL FLANGE ELECTRIC ACTUATOR
PP0004144,"BALL VALVE SS ANSI 150 5"" + ELECTRIC ACTUATOR ON/OFF",BALL FLANGE ELECTRIC ACTUATOR
PP0004145,"BALL VALVE SS ANSI 150 6"" + ELECTRIC ACTUATOR ON/OFF",BALL FLANGE ELECTRIC ACTUATOR
PP0004146,"BALL VALVE SS ANSI 150 8"" + ELECTRIC ACTUATOR ON/OFF",BALL FLANGE ELECTRIC ACTUATOR
PP0004147,"BALL VALVE SS ANSI 150 10"" + ELECTRIC ACTUATOR ON/OFF",BALL FLANGE ELECTRIC ACTUATOR
PP0004148,"BALL VALVE SS ANSI 150 12"" + ELECTRIC ACTUATOR ON/OFF",BALL FLANGE ELECTRIC ACTUATOR
PP0004149,"BALL VALVE SS ANSI 150 14"" + ELECTRIC ACTUATOR ON/OFF",BALL FLANGE ELECTRIC ACTUATOR
PP0004150,"BALL VALVE SS ANSI 150 16"" + ELECTRIC ACTUATOR ON/OFF",BALL FLANGE ELECTRIC ACTUATOR
PP0004151,"BALL VALVE SS ANSI 150 1 1/2"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004152,"BALL VALVE SS ANSI 150 2"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004153,"BALL VALVE SS ANSI 150 2 1/2"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004154,"BALL VALVE SS ANSI 150 3"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004155,"BALL VALVE SS ANSI 150 4"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004156,"BALL VALVE SS ANSI 150 5"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004157,"BALL VALVE SS ANSI 150 6"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004158,"BALL VALVE SS ANSI 150 8"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004159,"BALL VALVE SS ANSI 150 10"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004160,"BALL VALVE SS ANSI 150 12"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004161,"BALL VALVE SS ANSI 150 14"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004162,"BALL VALVE SS ANSI 150 16"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004163,"BALL VALVE SS PN 16 1 1/2"" + ELECTRIC ACTUATOR ON/OFF",BALL FLANGE ELECTRIC ACTUATOR
PP0004164,"BALL VALVE SS PN 16 2"" + ELECTRIC ACTUATOR ON/OFF",BALL FLANGE ELECTRIC ACTUATOR
PP0004165,"BALL VALVE SS PN 16 2 1/2"" + ELECTRIC ACTUATOR ON/OFF",BALL FLANGE ELECTRIC ACTUATOR
PP0004166,"BALL VALVE SS PN 16 3"" + ELECTRIC ACTUATOR ON/OFF",BALL FLANGE ELECTRIC ACTUATOR
PP0004167,"BALL VALVE SS PN 16 4"" + ELECTRIC ACTUATOR ON/OFF",BALL FLANGE ELECTRIC ACTUATOR
PP0004168,"BALL VALVE SS PN 16 5"" + ELECTRIC ACTUATOR ON/OFF",BALL FLANGE ELECTRIC ACTUATOR
PP0004169,"BALL VALVE SS PN 16 6"" + ELECTRIC ACTUATOR ON/OFF",BALL FLANGE ELECTRIC ACTUATOR
PP0004170,"BALL VALVE SS PN 16 8"" + ELECTRIC ACTUATOR ON/OFF",BALL FLANGE ELECTRIC ACTUATOR
PP0004171,"BALL VALVE SS PN 16 10"" + ELECTRIC ACTUATOR ON/OFF",BALL FLANGE ELECTRIC ACTUATOR
PP0004172,"BALL VALVE SS PN 16 12"" + ELECTRIC ACTUATOR ON/OFF",BALL FLANGE ELECTRIC ACTUATOR
PP0004173,"BALL VALVE SS PN 16 14"" + ELECTRIC ACTUATOR ON/OFF",BALL FLANGE ELECTRIC ACTUATOR
PP0004174,"BALL VALVE SS PN 16 16"" + ELECTRIC ACTUATOR ON/OFF",BALL FLANGE ELECTRIC ACTUATOR
PP0004175,"BALL VALVE SS PN 16 1 1/2"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004176,"BALL VALVE SS PN 16 2"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004177,"BALL VALVE SS PN 16 2 1/2"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004178,"BALL VALVE SS PN 16 3"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004179,"BALL VALVE SS PN 16 4"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004180,"BALL VALVE SS PN 16 5"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004181,"BALL VALVE SS PN 16 6"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004182,"BALL VALVE SS PN 16 8"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004183,"BALL VALVE SS PN 16 10"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004184,"BALL VALVE SS PN 16 12"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004185,"BALL VALVE SS PN 16 14"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004186,"BALL VALVE SS PN 16 16"" + ELECTRIC ACTUATOR MODULAR",BALL FLANGE ELECTRIC ACTUATOR
PP0004187,"BUTTERFLY VALVE PVC 1 1/2"" + ACTUATOR DA",BUTTERFLY ACTUATOR
PP0004188,"BUTTERFLY VALVE PVC 2"" + ACTUATOR DA",BUTTERFLY ACTUATOR
PP0004189,"BUTTERFLY VALVE PVC 2 1/2"" + ACTUATOR DA",BUTTERFLY ACTUATOR
PP0004190,"BUTTERFLY VALVE PVC 3"" + ACTUATOR DA",BUTTERFLY ACTUATOR
PP0004191,"BUTTERFLY VALVE PVC 4"" + ACTUATOR DA",BUTTERFLY ACTUATOR
PP0004192,"BUTTERFLY VALVE PVC 5"" + ACTUATOR DA",BUTTERFLY ACTUATOR
PP0004193,"BUTTERFLY VALVE PVC 6"" + ACTUATOR DA",BUTTERFLY ACTUATOR
PP0004194,"BUTTERFLY VALVE PVC 8"" + ACTUATOR DA",BUTTERFLY ACTUATOR
PP0004195,"BUTTERFLY VALVE PVC 10"" + ACTUATOR DA",BUTTERFLY ACTUATOR
PP0004196,"BUTTERFLY VALVE PVC 12"" + ACTUATOR DA",BUTTERFLY ACTUATOR
PP0004197,"BUTTERFLY VALVE PVC 14"" + ACTUATOR DA",BUTTERFLY ACTUATOR
PP0004198,"BUTTERFLY VALVE PVC 16"" + ACTUATOR DA",BUTTERFLY ACTUATOR
PP0004199,"BUTTERFLY VALVE PVC 18"" + ACTUATOR DA",BUTTERFLY ACTUATOR
PP0004200,"BUTTERFLY VALVE PVC 20"" + ACTUATOR DA",BUTTERFLY ACTUATOR
PP0004201,"BUTTERFLY VALVE PVC 24"" + ACTUATOR DA",BUTTERFLY ACTUATOR
PP0004202,"BUTTERFLY VALVE PVC 1 1/2"" + ACTUATOR SA",BUTTERFLY ACTUATOR
PP0004203,"BUTTERFLY VALVE PVC 2"" + ACTUATOR SA",BUTTERFLY ACTUATOR
PP0004204,"BUTTERFLY VALVE PVC 2 1/2"" + ACTUATOR SA",BUTTERFLY ACTUATOR
PP0004205,"BUTTERFLY VALVE PVC 3"" + ACTUATOR SA",BUTTERFLY ACTUATOR
PP0004206,"BUTTERFLY VALVE PVC 4"" + ACTUATOR SA",BUTTERFLY ACTUATOR
PP0004207,"BUTTERFLY VALVE PVC 5"" + ACTUATOR SA",BUTTERFLY ACTUATOR
PP0004208,"BUTTERFLY VALVE PVC 6"" + ACTUATOR SA",BUTTERFLY ACTUATOR
PP0004209,"BUTTERFLY VALVE PVC 8"" + ACTUATOR SA",BUTTERFLY ACTUATOR
PP0004210,"BUTTERFLY VALVE PVC 10"" + ACTUATOR SA",BUTTERFLY ACTUATOR
PP0004211,"BUTTERFLY VALVE PVC 12"" + ACTUATOR SA",BUTTERFLY ACTUATOR
PP0004212,"BUTTERFLY VALVE PVC 14"" + ACTUATOR SA",BUTTERFLY ACTUATOR
PP0004213,"BUTTERFLY VALVE PVC 16"" + ACTUATOR SA",BUTTERFLY ACTUATOR
PP0004214,"BUTTERFLY VALVE PVC 18"" + ACTUATOR SA",BUTTERFLY ACTUATOR
PP0004215,"BUTTERFLY VALVE PVC 20"" + ACTUATOR SA",BUTTERFLY ACTUATOR
PP0004216,"BUTTERFLY VALVE PVC 24"" + ACTUATOR SA",BUTTERFLY ACTUATOR
PP0004217,"BUTTERFLY VALVE PVC 1 1/2"" + ACTUATOR DA +LIMIT SWITCH",BUTTERFLY ACTUATOR
PP0004218,"BUTTERFLY VALVE PVC 2"" + ACTUATOR DA +LIMIT SWITCH",BUTTERFLY ACTUATOR
PP0004219,"BUTTERFLY VALVE PVC 2 1/2"" + ACTUATOR DA +LIMIT SWITCH",BUTTERFLY ACTUATOR
PP0004220,"BUTTERFLY VALVE PVC 3"" + ACTUATOR DA +LIMIT SWITCH",BUTTERFLY ACTUATOR
PP0004221,"BUTTERFLY VALVE PVC 4"" + ACTUATOR DA +LIMIT SWITCH",BUTTERFLY ACTUATOR
PP0004222,"BUTTERFLY VALVE PVC 5"" + ACTUATOR DA +LIMIT SWITCH",BUTTERFLY ACTUATOR
PP0004223,"BUTTERFLY VALVE PVC 6"" + ACTUATOR DA +LIMIT SWITCH",BUTTERFLY ACTUATOR
PP0004224,"BUTTERFLY VALVE PVC 8"" + ACTUATOR DA +LIMIT SWITCH",BUTTERFLY ACTUATOR
PP0004225,"BUTTERFLY VALVE PVC 10"" + ACTUATOR DA +LIMIT SWITCH",BUTTERFLY ACTUATOR
PP0004226,"BUTTERFLY VALVE PVC 12"" + ACTUATOR DA +LIMIT SWITCH",BUTTERFLY ACTUATOR
PP0004227,"BUTTERFLY VALVE PVC 14"" + ACTUATOR DA +LIMIT SWITCH",BUTTERFLY ACTUATOR
PP0004228,"BUTTERFLY VALVE PVC 16"" + ACTUATOR DA +LIMIT SWITCH",BUTTERFLY ACTUATOR
PP0004229,"BUTTERFLY VALVE PVC 18"" + ACTUATOR DA +LIMIT SWITCH",BUTTERFLY ACTUATOR
PP0004230,"BUTTERFLY VALVE PVC 20"" + ACTUATOR DA +LIMIT SWITCH",BUTTERFLY ACTUATOR
PP0004231,"BUTTERFLY VALVE PVC 24"" + ACTUATOR DA +LIMIT SWITCH",BUTTERFLY ACTUATOR
PP0004232,"BUTTERFLY VALVE PVC 1 1/2"" + ACTUATOR SA +LIMIT SWITCH",BUTTERFLY ACTUATOR
PP0004233,"BUTTERFLY VALVE PVC 2"" + ACTUATOR SA +LIMIT SWITCH",BUTTERFLY ACTUATOR
PP0004234,"BUTTERFLY VALVE PVC 2 1/2"" + ACTUATOR SA +LIMIT SWITCH",BUTTERFLY ACTUATOR
PP0004235,"BUTTERFLY VALVE PVC 3"" + ACTUATOR SA +LIMIT SWITCH",BUTTERFLY ACTUATOR
PP0004236,"BUTTERFLY VALVE PVC 4"" + ACTUATOR SA +LIMIT SWITCH",BUTTERFLY ACTUATOR
PP0004237,"BUTTERFLY VALVE PVC 5"" + ACTUATOR SA +LIMIT SWITCH",BUTTERFLY ACTUATOR
PP0004238,"BUTTERFLY VALVE PVC 6"" + ACTUATOR SA +LIMIT SWITCH",BUTTERFLY ACTUATOR
PP0004239,"BUTTERFLY VALVE PVC 8"" + ACTUATOR SA +LIMIT SWITCH",BUTTERFLY ACTUATOR
PP0004240,"BUTTERFLY VALVE PVC 10"" + ACTUATOR SA +LIMIT SWITCH",BUTTERFLY ACTUATOR
PP0004241,"BUTTERFLY VALVE PVC 12"" + ACTUATOR SA +LIMIT SWITCH",BUTTERFLY ACTUATOR
PP0004242,"BUTTERFLY VALVE PVC 14"" + ACTUATOR SA +LIMIT SWITCH",BUTTERFLY ACTUATOR
PP0004243,"BUTTERFLY VALVE PVC 16"" + ACTUATOR SA +LIMIT SWITCH",BUTTERFLY ACTUATOR
PP0004244,"BUTTERFLY VALVE PVC 18"" + ACTUATOR SA +LIMIT SWITCH",BUTTERFLY ACTUATOR
PP0004245,"BUTTERFLY VALVE PVC 20"" + ACTUATOR SA +LIMIT SWITCH",BUTTERFLY ACTUATOR
PP0004246,"BUTTERFLY VALVE PVC 24"" + ACTUATOR SA +LIMIT SWITCH",BUTTERFLY ACTUATOR
PP0004247,"BUTTERFLY VALVE PVC 1 1/2"" + ELECTRIC ACTUATOR ON/OFF",BUTTERFLY ELECTRIC ACTUATOR
PP0004248,"BUTTERFLY VALVE PVC 2"" + ELECTRIC ACTUATOR ON/OFF",BUTTERFLY ELECTRIC ACTUATOR
PP0004249,"BUTTERFLY VALVE PVC 2 1/2"" + ELECTRIC ACTUATOR ON/OFF",BUTTERFLY ELECTRIC ACTUATOR
PP0004250,"BUTTERFLY VALVE PVC 3"" + ELECTRIC ACTUATOR ON/OFF",BUTTERFLY ELECTRIC ACTUATOR
PP0004251,"BUTTERFLY VALVE PVC 4"" + ELECTRIC ACTUATOR ON/OFF",BUTTERFLY ELECTRIC ACTUATOR
PP0004252,"BUTTERFLY VALVE PVC 5"" + ELECTRIC ACTUATOR ON/OFF",BUTTERFLY ELECTRIC ACTUATOR
PP0004253,"BUTTERFLY VALVE PVC 6"" + ELECTRIC ACTUATOR ON/OFF",BUTTERFLY ELECTRIC ACTUATOR
PP0004254,"BUTTERFLY VALVE PVC 8"" + ELECTRIC ACTUATOR ON/OFF",BUTTERFLY ELECTRIC ACTUATOR
PP0004255,"BUTTERFLY VALVE PVC 10"" + ELECTRIC ACTUATOR ON/OFF",BUTTERFLY ELECTRIC ACTUATOR
PP0004256,"BUTTERFLY VALVE PVC 12"" + ELECTRIC ACTUATOR ON/OFF",BUTTERFLY ELECTRIC ACTUATOR
PP0004257,"BUTTERFLY VALVE PVC 14"" + ELECTRIC ACTUATOR ON/OFF",BUTTERFLY ELECTRIC ACTUATOR
PP0004258,"BUTTERFLY VALVE PVC 16"" + ELECTRIC ACTUATOR ON/OFF",BUTTERFLY ELECTRIC ACTUATOR
PP0004259,"BUTTERFLY VALVE PVC 18"" + ELECTRIC ACTUATOR ON/OFF",BUTTERFLY ELECTRIC ACTUATOR
PP0004260,"BUTTERFLY VALVE PVC 20"" + ELECTRIC ACTUATOR ON/OFF",BUTTERFLY ELECTRIC ACTUATOR
PP0004261,"BUTTERFLY VALVE PVC 24"" + ELECTRIC ACTUATOR ON/OFF",BUTTERFLY ELECTRIC ACTUATOR
PP0004262,"BUTTERFLY VALVE PVC 1 1/2"" + ELECTRIC ACTUATOR MODULAR",BUTTERFLY ELECTRIC ACTUATOR
PP0004263,"BUTTERFLY VALVE PVC 2"" + ELECTRIC ACTUATOR MODULAR",BUTTERFLY ELECTRIC ACTUATOR
PP0004264,"BUTTERFLY VALVE PVC 2 1/2"" + ELECTRIC ACTUATOR MODULAR",BUTTERFLY ELECTRIC ACTUATOR
PP0004265,"BUTTERFLY VALVE PVC 3"" + ELECTRIC ACTUATOR MODULAR",BUTTERFLY ELECTRIC ACTUATOR
PP0004266,"BUTTERFLY VALVE PVC 4"" + ELECTRIC ACTUATOR MODULAR",BUTTERFLY ELECTRIC ACTUATOR
PP0004267,"BUTTERFLY VALVE PVC 5"" + ELECTRIC ACTUATOR MODULAR",BUTTERFLY ELECTRIC ACTUATOR
PP0004268,"BUTTERFLY VALVE PVC 6"" + ELECTRIC ACTUATOR MODULAR",BUTTERFLY ELECTRIC ACTUATOR
PP0004269,"BUTTERFLY VALVE PVC 8"" + ELECTRIC ACTUATOR MODULAR",BUTTERFLY ELECTRIC ACTUATOR
PP0004270,"BUTTERFLY VALVE PVC 10"" + ELECTRIC ACTUATOR MODULAR",BUTTERFLY ELECTRIC ACTUATOR
PP0004271,"BUTTERFLY VALVE PVC 12"" + ELECTRIC ACTUATOR MODULAR",BUTTERFLY ELECTRIC ACTUATOR
PP0004272,"BUTTERFLY VALVE PVC 14"" + ELECTRIC ACTUATOR MODULAR",BUTTERFLY ELECTRIC ACTUATOR
PP0004273,"BUTTERFLY VALVE PVC 16"" + ELECTRIC ACTUATOR MODULAR",BUTTERFLY ELECTRIC ACTUATOR
PP0004274,"BUTTERFLY VALVE PVC 18"" + ELECTRIC ACTUATOR MODULAR",BUTTERFLY ELECTRIC ACTUATOR
PP0004275,"BUTTERFLY VALVE PVC 20"" + ELECTRIC ACTUATOR MODULAR",BUTTERFLY ELECTRIC ACTUATOR
PP0004276,"BUTTERFLY VALVE PVC 24"" + ELECTRIC ACTUATOR MODULAR",BUTTERFLY ELECTRIC ACTUATOR
PP0004277,"BUTTERFLY VALVE PVC 1 1/2"" + ELECTRIC ACTUATOR ON/OFF +LIMIT SWITCH",BUTTERFLY ELECTRIC ACTUATOR
PP0004278,"BUTTERFLY VALVE PVC 2"" + ELECTRIC ACTUATOR ON/OFF +LIMIT SWITCH",BUTTERFLY ELECTRIC ACTUATOR
PP0004279,"BUTTERFLY VALVE PVC 2 1/2"" + ELECTRIC ACTUATOR ON/OFF +LIMIT SWITCH",BUTTERFLY ELECTRIC ACTUATOR
PP0004280,"BUTTERFLY VALVE PVC 3"" + ELECTRIC ACTUATOR ON/OFF +LIMIT SWITCH",BUTTERFLY ELECTRIC ACTUATOR
PP0004281,"BUTTERFLY VALVE PVC 4"" + ELECTRIC ACTUATOR ON/OFF +LIMIT SWITCH",BUTTERFLY ELECTRIC ACTUATOR
PP0004282,"BUTTERFLY VALVE PVC 5"" + ELECTRIC ACTUATOR ON/OFF +LIMIT SWITCH",BUTTERFLY ELECTRIC ACTUATOR
PP0004283,"BUTTERFLY VALVE PVC 6"" + ELECTRIC ACTUATOR ON/OFF +LIMIT SWITCH",BUTTERFLY ELECTRIC ACTUATOR
PP0004284,"BUTTERFLY VALVE PVC 8"" + ELECTRIC ACTUATOR ON/OFF +LIMIT SWITCH",BUTTERFLY ELECTRIC ACTUATOR
PP0004285,"BUTTERFLY VALVE PVC 10"" + ELECTRIC ACTUATOR ON/OFF +LIMIT SWITCH",BUTTERFLY ELECTRIC ACTUATOR
PP0004286,"BUTTERFLY VALVE PVC 12"" + ELECTRIC ACTUATOR ON/OFF +LIMIT SWITCH",BUTTERFLY ELECTRIC ACTUATOR
PP0004287,"BUTTERFLY VALVE PVC 14"" + ELECTRIC ACTUATOR ON/OFF +LIMIT SWITCH",BUTTERFLY ELECTRIC ACTUATOR
PP0004288,"BUTTERFLY VALVE PVC 16"" + ELECTRIC ACTUATOR ON/OFF +LIMIT SWITCH",BUTTERFLY ELECTRIC ACTUATOR
PP0004289,"BUTTERFLY VALVE PVC 18"" + ELECTRIC ACTUATOR ON/OFF +LIMIT SWITCH",BUTTERFLY ELECTRIC ACTUATOR
PP0004290,"BUTTERFLY VALVE PVC 20"" + ELECTRIC ACTUATOR ON/OFF +LIMIT SWITCH",BUTTERFLY ELECTRIC ACTUATOR
PP0004291,"BUTTERFLY VALVE PVC 24"" + ELECTRIC ACTUATOR ON/OFF +LIMIT SWITCH",BUTTERFLY ELECTRIC ACTUATOR
PP0004292,"BUTTERFLY VALVE PVC 1 1/2"" + ELECTRIC ACTUATOR MODULAR +LIMIT SWITCH",BUTTERFLY ELECTRIC ACTUATOR
PP0004293,"BUTTERFLY VALVE PVC 2"" + ELECTRIC ACTUATOR MODULAR +LIMIT SWITCH",BUTTERFLY ELECTRIC ACTUATOR
PP0004294,"BUTTERFLY VALVE PVC 2 1/2"" + ELECTRIC ACTUATOR MODULAR +LIMIT SWITCH",BUTTERFLY ELECTRIC ACTUATOR
PP0004295,"BUTTERFLY VALVE PVC 3"" + ELECTRIC ACTUATOR MODULAR +LIMIT SWITCH",BUTTERFLY ELECTRIC ACTUATOR
PP0004296,"BUTTERFLY VALVE PVC 4"" + ELECTRIC ACTUATOR MODULAR +LIMIT SWITCH",BUTTERFLY ELECTRIC ACTUATOR
PP0004297,"BUTTERFLY VALVE PVC 5"" + ELECTRIC ACTUATOR MODULAR +LIMIT SWITCH",BUTTERFLY ELECTRIC ACTUATOR
PP0004298,"BUTTERFLY VALVE PVC 6"" + ELECTRIC ACTUATOR MODULAR +LIMIT SWITCH",BUTTERFLY ELECTRIC ACTUATOR
PP0004299,"BUTTERFLY VALVE PVC 8"" + ELECTRIC ACTUATOR MODULAR +LIMIT SWITCH",BUTTERFLY ELECTRIC ACTUATOR
PP0004300,"BUTTERFLY VALVE PVC 10"" + ELECTRIC ACTUATOR MODULAR +LIMIT SWITCH",BUTTERFLY ELECTRIC ACTUATOR
PP0004301,"BUTTERFLY VALVE PVC 12"" + ELECTRIC ACTUATOR MODULAR +LIMIT SWITCH",BUTTERFLY ELECTRIC ACTUATOR
PP0004302,"BUTTERFLY VALVE PVC 14"" + ELECTRIC ACTUATOR MODULAR +LIMIT SWITCH",BUTTERFLY ELECTRIC ACTUATOR
PP0004303,"BUTTERFLY VALVE PVC 16"" + ELECTRIC ACTUATOR MODULAR +LIMIT SWITCH",BUTTERFLY ELECTRIC ACTUATOR
PP0004304,"BUTTERFLY VALVE PVC 18"" + ELECTRIC ACTUATOR MODULAR +LIMIT SWITCH",BUTTERFLY ELECTRIC ACTUATOR
